ResponseId,open.question,rep.supp,dem.supp,elite,bipart,jcs,state,regime,trade,shared.threat,cost,conditions,defense.coop,mil.coop,region,cap,issue.link,none,age,gender,hhi,ethnicity,hispanic,education,political_party,us.region,zip,Q11,Q18,Q1,Q6,Q3,Q4,Q4_DO,Q4,Q5,Q7
R_3JI6Qlb6nwC6DpF,Independent ,,,,,,,,,,,,,,,,,1,30,2,1,1,1,2,3,2,68103,Health care and social assistance,No,Strongly agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat agree
R_3kuGlEdgKWxO9Ja,The money how much would they be able to spend on the war ,,,,,,,,,,,,,,,1,,,20,2,-3105,2,1,1,2,3,77083,,No,Neither agree nor disagree,Somewhat agree,Strongly agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Neither agree nor disagree
R_2Va0ZfBSdAetvm2,Na ,,,,,,,,,,,,,,,,,1,35,2,2,1,1,4,5,2,65631,Retail Trade,No,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,A few.,Somewhat agree
R_1pKKcc8fvM4TvzC,None ,,,,,,,,,,,,,,,,,1,62,2,24,4,1,4,2,3,75001,Accommodation and food services,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Neither agree nor disagree
R_27CptrFDXdt7N01,Mind our business,,,,,,,,,,,,,,,,,1,47,2,1,1,1,1,4,3,31533,Utilities,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Very many.,Somewhat disagree
R_Y5MbS3TZNgkwwNj,How it will affect me,,,,,,,,,,,,,,,,,1,37,2,7,1,1,4,2,2,49009,Utilities,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Neither agree nor disagree
R_1i3aiulRG8mWPHe,How the involvement effects trade with the US and their participation in supporting us militarily.,,,,,,,,1,,,,,1,,,,,62,2,18,1,1,7,9,3,30907,Health care and social assistance,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Somewhat disagree
R_27DwGXGtPMuSOs5,America should keep out of war,,,,,,,,,,,,,,,,,1,29,2,14,15,2,2,5,2,43560,Retail Trade,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_22Lgb3FSaJR8tEY,The us military,,,,,,,,,,,,,,,,,1,66,2,5,1,1,6,10,4,85704,Transportation & Warehousing,No,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,None.,Strongly agree
R_3jdirCg475s1Nv0,How it may benefit the U.S.,,,,,,,,1,1,,,,1,,,,,72,1,7,1,1,4,5,3,78109,Transportation & Warehousing,No,Strongly agree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,None.,Somewhat agree
R_OHeMVZfk5u6eiQx,Yes,,,,,,,,,,,,,,,,,1,47,1,6,1,1,7,1,2,67030,Health care and social assistance,Yes,Somewhat agree,Strongly agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Very many.,Strongly agree
R_2V9p6xuYzWIdM2z,America doesn't need to go to war ,,,,,,,,,,,,,,,,,1,65,2,4,1,1,4,10,3,24577,Agriculture,No,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Very many.,Strongly agree
R_1GQ9oEGHxDiUScL,The cost. ,,,,,,,,,,1,,,,,,,,52,2,1,1,2,4,2,2,48101,,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,A few.,Strongly agree
R_2tyBRmQykaPLJO8,If the joint chief of staff opposed or approved,,,,,1,,,,,,,,,,,,,21,2,2,1,1,2,3,4,81301,Retail Trade,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Neither agree nor disagree
R_3I9o9clUoGDLY3f,That those who know the facts support it,,,1,,,,,,,,,,,,,,,39,2,8,1,1,6,3,1,6384,"Arts, entertainment & recreation",No,Somewhat agree,Somewhat agree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Neither agree nor disagree
R_2QGnoo2h0hoionD,The threats that it would cause the United States ,,,,,,,,,1,,,,,,,,,29,2,11,1,1,6,10,3,24501,Educational Services,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Somewhat disagree
R_2UXl4yj0Cdfwi7P,How big a threat the United states faces without the alliance ,,,,,,,,,1,,,,,,,,,71,2,19,1,1,6,9,2,60053,Educational Services,,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Strongly disagree
R_1mOfLIdxtsg3mfC,common interests,,,,,,,,,1,,,,,,,,,53,2,6,1,1,6,3,2,64014,"Arts, entertainment & recreation",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,A few.,Neither agree nor disagree
R_1ocofvehrfbDJWz,"If the Democratic party supported it, and trade.",,1,,,,,,1,,,,,,,,,,42,2,5,1,1,4,1,3,22602,Accommodation and food services,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Not at all superior.,Very many.,Neither agree nor disagree
R_1r94AmgcdXgA4Ux,Not sure ,,,,,,,,,,,,,,,,,1,33,2,9,1,1,4,2,4,83524,"Manufacturing - food, textile, apparel",No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,Very many.,Neither agree nor disagree
R_1BUV49DPLL9HBQg,Dem senate support ,,1,,,,,,,,,,,,,,,,61,2,19,1,1,6,1,4,85212,Information and Telecommunications,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Somewhat disagree
R_pbWSt5PIUeIIPJv,Power of military ,,,,,,,,,,,,,,,1,,,45,1,5,1,1,7,1,3,27534,Information and Telecommunications,No,Strongly agree,Neither agree nor disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,None.,Strongly agree
R_1rc4CKydUknUmIQ,The cost and man power and the fact that these countries my not stay a democratic nation,,,,,,,1,,,1,,,,,1,,,30,2,20,1,1,5,10,2,46721,Health care and social assistance,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,None.,Neither agree nor disagree
R_czRIXx7R9kglMcN,Not applicable ,,,,,,,,,,,,,,,,,1,34,2,1,2,1,6,7,3,75041,"Arts, entertainment & recreation",No,Somewhat agree,Strongly agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Somewhat agree
R_2rjxqDQ1SGu4DIw,Relationship between countries and trade ties,,,,,,,,1,,,,,1,,,,,22,2,1,1,1,4,5,2,54729,Educational Services,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Somewhat agree
R_26gLP4ov3e6FaHK,trsut is main factor so when we need them they come for us ,,,,,,,,,,,,,1,,,,,38,2,19,1,1,7,7,4,90034,Information and Telecommunications,No,Strongly agree,Neither agree nor disagree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,None.,Somewhat agree
R_3PGqJUXsJ9hliAa,Not sure,,,,,,,,,,,,,,,,,1,31,2,14,1,1,6,10,3,33801,Retail Trade,No,Neither agree nor disagree,Somewhat agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Strongly agree
R_yya8qS5xJfZcJ1L,Nothing,,,,,,,,,,,,,,,,,1,40,2,1,1,1,4,4,3,19901,Utilities,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,A little superior.,None.,Somewhat agree
R_OeB8wDYobglSmbf,What the Secretary of State felt played a big role in most of my decisions,,,,,,1,,,,,,,,,,,,56,1,6,2,1,7,1,3,30342,"Arts, entertainment & recreation",,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,,Some.,Strongly disagree
R_2Tq0c88B6J5RA7D,Military,,,,,1,,,,,,,,,,,,,20,2,19,1,1,6,2,1,11796,Health care and social assistance,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Strongly disagree
R_1oAYJLjvjTNB9oR,"Money, political ideology of other country, and location ",,,,,,,1,,,1,,,,1,,,,25,2,17,1,1,4,9,2,63301,Accommodation and food services,No,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Somewhat agree
R_djtqYCFvui4UAM1,Peace ,,,,,,,,,,,,,,,,,1,40,2,9,1,1,4,9,1,15627,Health care and social assistance,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Neither agree nor disagree
R_2YbxwYbNfYskopH,Whether they are for or against the United States,,,,,,,,,1,,,,,,,,,59,2,1,1,1,5,10,3,72601,Health care and social assistance,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat disagree
R_3PcPH4ot1wE25wa,Support of joint chiefs ,,,,,1,,,,,,,,,,,,,68,2,21,1,1,7,3,3,28715,,No,Somewhat disagree,Somewhat agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Strongly disagree
R_RRKW1jhTMyyVNJL,None,,,,,,,,,,,,,,,,,1,34,2,2,1,1,2,1,3,19713,Health care and social assistance,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_3rOiGRf1DxA5H9c,Amount of money and number of troops needed,,,,,,,,,,1,,,,,1,,,37,2,19,2,1,8,2,2,60645,"Professional, scientific, and technical services",No,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Some.,Somewhat agree
R_3KDtxBGJA5mQw1Y,,,,,,,,,,,,,,,,,,1,29,2,5,15,5,6,9,4,80304,Educational Services,No,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat agree
R_1pWs5eWXYSlU6dB,The main threats to USA,,,,,,,,,1,,,,,,,,,35,1,23,1,1,7,3,2,53934,Information and Telecommunications,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,None.,Somewhat agree
R_2QmmfEBhjPCWY48,Too much involvement ,,,,,,,,,,,,,,,,,1,33,2,7,1,2,4,3,3,79930,"Arts, entertainment & recreation",No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,A few.,Somewhat disagree
R_2QSrV2fXb7awNb3,That we have a strong military.,,,,,,,,,,,,,,,1,,,36,2,2,2,1,2,1,2,47804,"Manufacturing - machinery, electronics etc.",No,Strongly agree,Somewhat disagree,Neither agree nor disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_1oebC9pqVWEPQ8b,Defense relation and the democracy involved.,,,,,,,1,,,,,,1,,,,,33,2,5,4,1,4,9,3,30157,,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Neither agree nor disagree
R_2CIEZZvBmtXHbhJ,About the military defance system and how to detect treats of our country,,,,,,,,,1,,,,,,1,,,30,2,21,1,1,7,1,1,93455,Information and Telecommunications,No,Strongly agree,Strongly disagree,Somewhat agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Somewhat disagree
R_2TuACcuGQw6g8KI,Hhfchmbbggg,,,,,,,,,,,,,,,,,1,19,1,1,2,1,-3105,2,3,21244,Real Estate,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_3HBovhi2yS3s4cm,they would not turn on us,,,,,,,,,1,,,,,,,,,58,2,6,1,1,2,9,3,30184,Construction,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,A few.,Somewhat agree
R_xsyrpqp61EQ5lbr,The severity of common threats,,,,,,,,,1,,,,,,,,,25,2,3,1,7,6,3,3,72936,Health care and social assistance,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Strongly agree
R_2SIGsJbr0uhhogq,Keeping the rates down ,,,,,,,,,,,,,,,,,1,26,2,3,1,1,3,1,4,81641,Health care and social assistance,No,Strongly agree,Strongly disagree,Somewhat disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Strongly agree
R_22YrpGHob3wSn6X,Common enemies,,,,,,,,,1,,,,,,,,,42,2,1,1,1,6,2,3,37891,Retail Trade,No,Somewhat agree,Somewhat agree,Somewhat agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Somewhat agree
R_1mec0JPWBl3hhJf,I don’t support ,,,,,,,,,,,,,,,,,1,38,2,1,1,1,4,9,2,43214,,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,Some.,Neither agree nor disagree
R_9md3O4UA2RYvsCB,Once,,,,,,,,,,,,,,,,,1,66,2,-3105,2,1,2,1,3,36850,Health care and social assistance,No,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Very superior,None.,Strongly agree
R_1nPkB8Y8uKOXzkd,Trust ,,,,,,,,,,,,,,,,,1,29,2,9,10,1,6,2,1,11249,"Administration, support, and waste management",No,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,A little superior.,Some.,Somewhat disagree
R_3iJvYnhUg2gFXEY,The number of soldiers,,,,,,,,,,,,,,,1,,,37,2,4,15,1,2,7,1,4011,Health care and social assistance,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,A little superior.,Some.,Neither agree nor disagree
R_2dz0LN9dB7Eknv4,To be wise and careful with other countries and do not trust anybody,,,,,,,,,,,,,,,,,1,32,2,11,1,1,5,10,4,93955,Health care and social assistance,No,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,A few.,Somewhat disagree
R_2cjvwhJmBgZ0Fnz,When we would help defend the country,,,,,,,,,,,1,,,,,,,72,2,6,1,1,4,2,3,75075,Retail Trade,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Not at all superior.,A few.,Somewhat disagree
R_2t2IJbIJb23clRZ,Everything ,,,,,,,,,,,,,,,,,1,31,2,1,1,16,2,10,3,29053,Utilities,Yes,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Not at all superior.,Very many.,Strongly agree
R_1f9o2JYsTzLFZj4,None,,,,,,,,,,,,,,,,,1,31,2,3,1,1,1,4,1,12887,Utilities,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,A little superior.,A few.,Neither agree nor disagree
R_2fJbhvThremss3l,How much government officials supported the alliance.,,,1,,,,,,,,,,,,,,,31,2,4,1,1,6,1,2,53128,Health care and social assistance,No,Somewhat agree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Not at all superior.,Some.,Somewhat disagree
R_xxgWdTRMUCNt4wV,,,,,,,,,,,,,,,,,,1,19,1,12,6,1,2,1,3,78245,Other Mining,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can trust other nations.,Can't be too careful.|Can trust other nations.,Somewhat superior.,A few.,Neither agree nor disagree
R_1GGizXlP1SG3E9r,America first,1,,,,,,,,,,,,,,,,,66,1,9,1,1,6,9,1,7054,"Arts, entertainment & recreation",No,Strongly agree,Strongly disagree,Neither agree nor disagree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Very superior,Some.,Strongly disagree
R_3VtD69ZAXex7cyJ,No comment ,,,,,,,,,,,,,,,,,1,52,2,8,1,1,2,2,1,2745,Health care and social assistance,No,Neither agree nor disagree,Somewhat agree,Strongly agree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Somewhat superior.,Some.,Strongly agree
R_1hRPJ4CHSvwBAmF,Cost ,,,,,,,,,,1,,,,,,,,53,2,19,1,1,6,3,3,77568,Accommodation and food services,No,Strongly disagree,Strongly agree,Strongly disagree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Strongly agree
R_2CVCq0fEpQTar1F,if the military/alliance strength outweighed the cost,,,,,,,,,,1,,,,,1,,,19,2,1,1,1,4,3,3,78620,Health care and social assistance,No,Strongly disagree,Strongly agree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,A little superior.,Very many.,Strongly agree
R_p4bXozWrxPgQmul,The cost it ,,,,,,,,,,1,,,,,,,,47,2,2,1,1,4,5,1,17745,,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful.,Can trust other nations.|Can't be too careful.,Somewhat superior.,Some.,Neither agree nor disagree
R_3hgXQ7crcubfFrp,Past encounters ,,,,,,,,,,,,,1,,,,,26,2,18,1,1,2,9,3,22835,Accommodation and food services,No,Strongly agree,Somewhat agree,Somewhat disagree,Can't be too careful.,Can't be too careful.|Can trust other nations.,Very superior,Very many.,Somewhat agree
R_1rqbG4lG6rN1tAS,G,,,,,,,,,,,,,,,,,1,43,2,7,3,1,1,1,1,10003,Health care and social assistance,No,Strongly agree,Strongly agree,Strongly agree,Can trust other nations.,Can trust other nations.|Can't be too careful.,Very superior,Very many.,Strongly agree
